,user_id,credit_score,age,tenure,balance,products,credit_card,is_active_member,salary,churn,predictions,propensity_to_churn(%),ranking,phone_number,city,gender
59,15804771,614,51,4,40685.92,1,1,1,46775.28,0,,,,8-922-869-3128,Челябинск,Мужской
60,15651280,742,35,5,136857.0,1,0,0,84509.57,0,,,,8-981-165-2750,Магнитогорск,Мужской
61,15773469,687,27,9,152328.88,2,0,0,126494.82,0,,,,8-982-417-1774,Магнитогорск,Женский
62,15702014,555,33,1,56084.69,2,0,0,178798.12,0,,,,8-905-958-1408,Южноуральск,Мужской
63,15751208,684,56,8,78707.16,1,1,1,99398.36,0,,,,8-912-179-6079,Южноуральск,Мужской
64,15592461,603,26,4,109166.37,1,1,1,92840.67,0,,,,8-923-990-2002,Магнитогорск,Мужской
65,15789484,751,36,6,169831.45,2,1,1,27758.36,0,,,,8-979-966-3144,Магнитогорск,Женский
66,15696061,581,34,1,101633.04,1,1,0,110431.51,0,,,,8-914-487-4409,Магнитогорск,Женский
67,15641582,735,43,10,123180.01,2,1,1,196673.28,0,,,,8-928-782-8694,Магнитогорск,Мужской
68,15638424,661,35,5,150725.53,2,0,1,113656.85,0,,,,8-924-762-7273,Магнитогорск,Женский
69,15755648,675,21,8,98373.26,1,1,0,18203.0,0,,,,8-933-465-2998,Челябинск,Женский
70,15703793,738,58,2,133745.44,4,1,0,28373.86,1,,,,8-951-971-7244,Магнитогорск,Мужской
71,15620344,813,29,6,0.0,1,1,0,33953.87,0,,,,8-968-150-2120,Челябинск,Мужской
72,15812518,657,37,0,163607.19,1,0,1,44203.55,0,0.0,23.83,5.0,8-904-654-9850,Южноуральск,Женский
73,15779052,604,25,5,157780.84,2,1,1,58426.81,0,,,,8-916-800-5039,Магнитогорск,Женский
74,15770811,519,36,9,0.0,2,0,1,145562.4,0,,,,8-981-376-1667,Челябинск,Мужской
75,15780961,735,21,1,178718.19,2,1,0,22388.0,0,,,,8-918-719-1052,Челябинск,Женский
76,15614049,664,55,8,0.0,2,1,1,139161.64,0,0.0,18.87,6.0,8-966-934-5431,Челябинск,Мужской
77,15662085,678,32,9,0.0,1,1,1,148210.64,0,,,,8-924-632-1461,Челябинск,Женский
78,15575185,757,33,5,77253.22,1,0,1,194239.62,0,0.0,21.91,5.0,8-900-982-2102,Южноуральск,Мужской
79,15803136,416,41,10,122189.66,2,1,0,98301.61,0,0.0,1.96,9.0,8-928-987-2932,Магнитогорск,Женский
80,15706021,665,34,1,96645.54,2,0,0,171413.66,0,,,,8-991-301-7918,Челябинск,Женский
81,15663706,777,32,2,0.0,1,1,0,136458.19,1,1.0,92.77,1.0,8-979-636-5516,Челябинск,Женский
82,15641732,543,36,3,0.0,2,0,0,26019.59,0,,,,8-999-446-1721,Челябинск,Женский
83,15701164,506,34,4,90307.62,1,1,1,159235.3,0,,,,8-936-611-5807,Челябинск,Женский
84,15738751,493,46,4,0.0,2,1,0,1907.66,0,,,,8-915-137-3940,Челябинск,Женский
85,15805254,652,75,10,0.0,2,1,1,114675.75,0,,,,8-916-134-8948,Южноуральск,Женский
86,15762418,750,22,3,121681.82,1,1,0,128643.35,1,,,,8-984-131-7209,Южноуральск,Мужской
87,15625759,729,30,9,0.0,2,1,0,151869.34,0,,,,8-964-985-9509,Челябинск,Мужской
88,15622897,646,46,4,0.0,3,1,0,93251.42,1,,,,8-901-633-7569,Челябинск,Женский
89,15767954,635,28,3,81623.67,2,1,1,156791.36,0,,,,8-919-878-1146,Магнитогорск,Женский
90,15757535,647,44,5,0.0,3,1,1,174205.22,1,,,,8-920-761-7910,Южноуральск,Женский
91,15731511,808,45,7,118626.55,2,1,0,147132.45,0,,,,8-981-184-4936,Челябинск,Мужской
92,15809248,524,36,10,0.0,2,1,0,109614.57,0,,,,8-993-112-6391,Челябинск,Женский
93,15640635,769,29,8,0.0,2,1,1,172290.61,0,,,,8-932-964-7009,Челябинск,Мужской
94,15676966,730,42,4,0.0,2,0,1,85982.47,0,0.0,23.36,5.0,8-983-972-5784,Южноуральск,Мужской
95,15699461,515,35,10,176273.95,1,0,1,121277.78,0,,,,8-966-554-2922,Южноуральск,Мужской
96,15738721,773,41,9,102827.44,1,0,1,64595.25,0,,,,8-941-282-5384,Южноуральск,Мужской
97,15693683,814,29,8,97086.4,2,1,1,197276.12,0,,,,8-946-316-4365,Магнитогорск,Мужской
98,15604348,710,22,8,0.0,2,0,0,99645.04,0,0.0,7.7,8.0,8-938-342-4326,Южноуральск,Мужской
99,15633059,413,34,9,0.0,2,0,0,6534.18,0,0.0,11.75,7.0,8-915-327-7425,Челябинск,Мужской
100,15808582,665,40,6,0.0,1,1,1,161848.03,0,,,,8-975-720-5000,Челябинск,Женский
101,15743192,623,44,6,0.0,2,0,0,167162.44,0,,,,8-984-664-1115,Челябинск,Женский
102,15580146,738,31,9,82674.15,1,1,0,41970.72,0,,,,8-980-550-2231,Челябинск,Мужской
103,15776605,528,36,7,0.0,2,1,0,60536.56,0,1.0,80.8,1.0,8-994-813-6145,Южноуральск,Мужской
104,15804919,670,65,1,0.0,1,1,1,177655.69,1,0.0,6.43,8.0,8-951-653-3940,Южноуральск,Женский
105,15613854,622,46,4,107073.27,2,1,1,30984.59,1,,,,8-931-123-7951,Южноуральск,Женский
106,15599195,582,32,1,88938.62,1,1,1,10054.53,0,,,,8-980-236-9125,Магнитогорск,Мужской
107,15812878,785,36,2,99806.85,1,0,1,36976.52,0,,,,8-902-180-8108,Магнитогорск,Женский
108,15602312,605,33,5,150092.8,1,0,0,71862.79,0,,,,8-907-500-2121,Южноуральск,Мужской
109,15744689,479,35,9,92833.89,1,1,0,99449.86,1,0.0,7.87,8.0,8-961-965-8924,Магнитогорск,Мужской
110,15803526,685,30,3,90536.81,1,0,1,63082.88,0,,,,8-912-844-8310,Магнитогорск,Мужской
111,15665790,538,39,7,108055.1,2,1,0,27231.26,0,,,,8-915-200-6826,Магнитогорск,Мужской
112,15715951,562,42,2,100238.35,1,0,0,86797.41,0,,,,8-978-147-8141,Челябинск,Мужской
113,15591100,675,36,9,106190.55,1,0,1,22994.32,0,,,,8-974-312-5106,Южноуральск,Мужской
114,15609618,721,28,9,154475.55,2,0,1,101300.94,1,,,,8-938-336-9026,Магнитогорск,Мужской
115,15675522,628,30,9,132351.3,2,1,1,74169.13,0,,,,8-961-347-4027,Магнитогорск,Женский
116,15705512,668,37,6,167864.4,1,1,0,115638.29,0,,,,8-927-527-9244,Магнитогорск,Женский
117,15698028,506,41,1,0.0,2,1,0,31766.3,0,0.0,0.2,10.0,8-933-210-1834,Челябинск,Женский
118,15661670,524,31,8,107818.63,1,1,0,199725.39,1,1.0,89.45,1.0,8-936-237-3341,Магнитогорск,Женский
119,15600781,699,34,4,185173.81,2,1,0,120834.48,0,0.0,22.55,5.0,8-919-409-4134,Магнитогорск,Мужской
120,15682472,828,34,8,129433.34,2,0,0,38131.77,0,,,,8-978-981-4757,Челябинск,Мужской
121,15580203,674,39,6,120193.42,1,0,0,100130.95,0,,,,8-933-252-7059,Южноуральск,Мужской
122,15690673,656,39,6,0.0,2,1,0,141069.88,0,,,,8-909-854-3666,Челябинск,Женский
123,15760085,684,48,10,126384.42,1,1,1,198129.36,0,,,,8-978-397-2781,Магнитогорск,Женский
124,15779659,625,28,3,0.0,1,0,0,183646.4,0,0.0,0.0,10.0,8-907-658-3627,Челябинск,Женский
125,15627360,432,42,9,152603.45,1,1,0,110265.24,1,0.0,18.12,6.0,8-944-743-3138,Челябинск,Мужской
126,15671137,549,52,1,0.0,1,0,1,8636.05,1,0.0,5.32,8.0,8-907-562-3613,Челябинск,Женский
127,15782688,625,56,0,148507.23,1,1,0,46824.08,1,,,,8-943-184-9126,Магнитогорск,Мужской
128,15575492,828,41,7,0.0,2,1,0,171378.77,0,1.0,75.37,1.0,8-964-233-4855,Челябинск,Женский
129,15591607,770,24,9,101827.07,1,1,0,167256.34,0,,,,8-922-398-4114,Челябинск,Мужской
130,15740404,758,34,3,0.0,2,1,1,124226.16,0,,,,8-964-873-6051,Челябинск,Женский
131,15718369,795,33,9,130862.43,1,1,1,114935.21,0,0.0,19.6,5.0,8-923-243-6443,Магнитогорск,Женский
132,15677871,687,38,9,122570.87,1,1,1,35608.88,0,,,,8-959-835-6329,Челябинск,Мужской
133,15642004,686,25,1,0.0,2,0,1,16459.37,0,,,,8-954-834-7924,Челябинск,Мужской
134,15712543,789,39,7,124828.46,2,1,1,124411.08,0,,,,8-946-222-7692,Магнитогорск,Мужской
135,15584518,589,50,5,144895.05,2,1,1,34941.23,0,,,,8-920-942-6645,Магнитогорск,Женский
136,15802381,461,34,5,63663.93,1,0,1,167784.28,0,,,,8-927-853-8640,Магнитогорск,Женский
137,15610156,637,40,2,133463.1,1,0,1,93165.34,0,,,,8-991-671-7765,Челябинск,Мужской
138,15594408,584,48,2,213146.2,1,1,0,75161.25,1,,,,8-916-568-5902,Южноуральск,Женский
139,15640905,579,35,1,129490.36,2,0,1,8590.83,1,,,,8-921-726-9293,Южноуральск,Женский
140,15698932,756,44,10,137452.1,1,1,0,189543.9,0,,,,8-958-768-8685,Магнитогорск,Мужской
141,15724944,663,34,7,0.0,2,1,1,180427.23,0,,,,8-974-923-6398,Челябинск,Мужской
142,15628145,682,43,5,125851.93,1,1,1,193318.33,0,0.0,1.99,9.0,8-950-224-5401,Челябинск,Женский
143,15713483,793,52,2,0.0,1,1,0,159123.81,1,,,,8-920-340-4530,Южноуральск,Мужской
144,15612350,691,31,5,40915.55,1,1,0,126213.84,1,,,,8-974-383-3214,Челябинск,Женский
145,15800703,485,21,5,113157.22,1,1,1,54141.5,0,,,,8-932-976-2355,Южноуральск,Женский
146,15705707,635,29,8,138296.94,2,1,0,141075.52,0,,,,8-963-926-3762,Южноуральск,Женский
147,15754105,650,37,5,106967.18,1,0,0,24495.03,0,0.0,0.7,10.0,8-983-396-8222,Челябинск,Мужской
148,15703264,735,44,9,120681.63,1,1,0,74836.34,0,0.0,27.3,5.0,8-937-210-4857,Челябинск,Мужской
149,15794413,416,32,0,0.0,2,0,1,878.87,0,,,,8-945-976-5015,Челябинск,Мужской
150,15650237,754,32,7,0.0,2,1,0,89520.75,0,,,,8-946-596-7532,Южноуральск,Женский
151,15759618,535,48,9,0.0,1,1,0,149892.8,1,,,,8-959-146-1849,Челябинск,Женский
152,15811589,716,42,8,0.0,2,1,0,180800.42,0,,,,8-936-949-2629,Южноуральск,Мужской
153,15689044,539,37,2,127609.59,1,1,0,98646.22,0,0.0,8.88,7.0,8-981-247-3737,Челябинск,Мужской
154,15709368,614,43,6,0.0,2,1,1,109041.53,0,,,,8-918-932-4268,Челябинск,Женский
155,15679145,706,57,7,0.0,1,1,0,17941.16,1,,,,8-923-287-5689,Южноуральск,Мужской
156,15655007,758,33,7,0.0,2,0,0,82996.47,0,,,,8-963-467-3829,Челябинск,Женский
157,15623595,586,28,2,0.0,2,1,1,92067.35,0,0.0,18.75,6.0,8-988-718-9766,Южноуральск,Женский
158,15589975,646,73,6,97259.25,1,0,1,104719.66,0,,,,8-987-551-7909,Челябинск,Женский
159,15804017,631,33,4,123246.7,1,0,0,112687.57,0,,,,8-999-791-8134,Магнитогорск,Женский
160,15692132,717,22,6,101060.25,1,0,1,84699.56,0,0.0,18.88,6.0,8-983-390-2027,Южноуральск,Женский
161,15641122,684,30,2,0.0,2,1,0,83473.82,0,0.0,0.36,10.0,8-977-813-7708,Челябинск,Мужской
162,15630910,800,49,7,108007.36,1,0,0,47125.11,0,,,,8-910-997-9692,Челябинск,Женский
163,15680772,721,36,2,0.0,2,1,1,106977.8,0,,,,8-984-917-2402,Южноуральск,Женский
164,15658929,683,29,0,133702.89,1,1,0,55582.54,1,,,,8-962-225-3472,Южноуральск,Мужской
165,15585388,660,31,9,125189.75,2,1,1,139874.44,0,,,,8-941-725-3774,Магнитогорск,Мужской
166,15724623,704,24,7,113034.22,1,1,0,162503.48,1,,,,8-942-728-6460,Магнитогорск,Женский
167,15588537,615,41,9,109013.23,1,1,0,196499.95,0,0.0,26.27,5.0,8-921-381-3010,Южноуральск,Женский
168,15574692,667,39,2,0.0,2,1,0,40721.24,1,,,,8-962-151-9447,Южноуральск,Женский
169,15611325,682,24,9,57929.81,2,0,0,53134.3,0,,,,8-931-802-5311,Магнитогорск,Мужской
170,15587562,484,29,4,130114.39,1,1,0,164017.89,0,,,,8-962-580-7200,Челябинск,Женский
171,15613172,628,27,5,95826.49,2,1,0,155996.95,0,,,,8-924-682-7276,Магнитогорск,Мужской
172,15651022,480,44,10,129608.57,1,1,0,5472.7,1,,,,8-995-710-4085,Магнитогорск,Мужской
173,15586310,578,30,4,169462.1,1,1,0,112187.11,0,,,,8-978-953-7030,Челябинск,Мужской
174,15625524,512,40,5,0.0,2,1,1,146457.83,0,0.0,2.51,9.0,8-962-510-7021,Челябинск,Мужской
175,15755209,484,35,7,133868.2,1,1,1,27286.1,0,,,,8-933-771-5896,Южноуральск,Женский
176,15645248,510,30,0,0.0,2,1,1,130553.47,0,,,,8-980-276-6735,Челябинск,Женский
177,15790355,606,36,5,190479.48,2,0,0,179351.89,0,,,,8-954-747-3781,Магнитогорск,Мужской
178,15762615,597,40,8,101993.12,1,0,1,94774.12,0,,,,8-995-618-6744,Южноуральск,Женский
179,15625426,754,55,3,161608.81,1,1,0,8080.85,1,,,,8-929-528-6685,Магнитогорск,Женский
180,15716334,850,45,2,122311.21,1,1,1,19482.5,0,,,,8-927-407-1393,Южноуральск,Женский
181,15789669,510,65,2,0.0,2,1,1,48071.61,0,,,,8-916-562-8722,Челябинск,Мужской
182,15621075,778,45,1,162150.42,2,1,0,174531.27,0,,,,8-909-262-3098,Магнитогорск,Женский
183,15810845,636,42,2,0.0,2,1,1,55470.78,0,,,,8-953-135-1509,Челябинск,Мужской
184,15719377,804,50,4,0.0,1,1,1,8546.87,1,,,,8-943-402-8652,Челябинск,Женский
185,15654506,514,32,8,0.0,2,1,0,95857.18,0,,,,8-946-411-7809,Челябинск,Мужской
186,15771977,730,39,1,99010.67,1,1,0,194945.8,0,0.0,3.28,9.0,8-966-685-5614,Челябинск,Женский
187,15708710,525,37,0,0.0,1,0,1,131521.72,0,,,,8-957-834-3051,Южноуральск,Женский
188,15726676,616,30,5,0.0,2,0,1,196108.52,0,,,,8-919-531-3918,Южноуральск,Мужской
189,15587421,687,34,7,111388.18,2,1,0,148564.77,0,,,,8-968-751-7581,Магнитогорск,Женский
190,15726931,715,41,8,56214.85,2,0,0,92982.61,1,0.0,10.79,7.0,8-967-478-8377,Челябинск,Женский
191,15771086,512,36,3,84327.77,2,1,0,17675.36,0,0.0,23.53,5.0,8-951-676-5420,Челябинск,Женский
192,15756850,479,40,1,0.0,2,0,0,114996.43,0,0.0,5.22,8.0,8-934-405-5171,Челябинск,Мужской
193,15702741,601,32,8,93012.89,1,1,0,86957.42,0,,,,8-982-812-5048,Челябинск,Мужской
194,15679200,580,29,9,61710.44,2,1,0,128077.8,0,0.0,7.23,8.0,8-902-112-1616,Южноуральск,Мужской
195,15594815,807,35,3,174790.16,1,1,1,600.36,0,,,,8-931-801-7363,Челябинск,Мужской
196,15635905,616,32,6,0.0,2,1,1,43001.46,0,,,,8-945-192-3163,Южноуральск,Женский
197,15777892,721,37,3,107720.64,1,1,1,158591.12,0,,,,8-911-402-4207,Магнитогорск,Мужской
198,15656176,501,57,10,0.0,2,1,1,47847.19,0,,,,8-919-763-9560,Челябинск,Мужской
199,15811127,521,35,6,96423.84,1,1,0,10488.44,0,,,,8-952-922-5707,Челябинск,Мужской
200,15604482,850,30,2,141040.02,1,1,1,5978.2,0,,,,8-941-415-4623,Южноуральск,Мужской
201,15622911,759,42,4,105420.18,1,0,1,121409.06,0,0.0,0.0,10.0,8-987-249-4583,Челябинск,Мужской
202,15600974,516,50,5,0.0,1,0,1,146145.94,1,,,,8-965-234-7809,Южноуральск,Мужской
203,15727868,711,38,2,129022.06,2,1,1,14374.86,1,,,,8-968-329-1057,Челябинск,Женский
204,15627801,512,33,3,176666.62,1,1,0,94670.77,0,,,,8-950-926-6085,Южноуральск,Мужской
205,15773039,550,37,3,0.0,1,1,1,179670.31,0,,,,8-914-166-6633,Челябинск,Мужской
206,15755262,608,41,3,89763.84,1,0,0,199304.73,1,,,,8-922-434-9495,Южноуральск,Женский
207,15679531,618,34,5,134954.53,1,1,1,151954.39,0,,,,8-935-278-5607,Челябинск,Мужской
208,15684181,643,45,5,0.0,1,1,0,142513.5,1,,,,8-975-756-3931,Челябинск,Мужской
209,15612087,671,45,2,106376.85,1,0,1,158264.62,0,0.0,19.73,5.0,8-946-148-6636,Челябинск,Мужской
210,15752047,689,33,2,161814.64,2,1,0,169381.9,0,0.0,10.63,7.0,8-949-960-5252,Магнитогорск,Мужской
211,15624592,603,31,8,0.0,2,1,1,169915.02,0,,,,8-936-205-8625,Челябинск,Мужской
212,15573152,620,41,9,0.0,2,0,0,88852.47,0,,,,8-981-472-3027,Челябинск,Женский
213,15594917,676,34,1,63095.01,1,1,1,40645.81,0,1.0,60.96,2.0,8-966-186-7886,Челябинск,Женский
214,15785542,572,26,4,118287.01,2,0,0,60427.3,0,,,,8-944-905-7514,Магнитогорск,Мужской
215,15723488,668,47,7,106854.21,1,0,1,157959.02,1,,,,8-991-575-4502,Магнитогорск,Мужской
216,15680920,695,46,7,49512.55,1,1,0,133007.34,0,,,,8-911-439-6916,Челябинск,Мужской
217,15786308,730,33,9,0.0,2,0,0,176576.62,0,,,,8-979-502-5483,Южноуральск,Женский
218,15659366,807,43,1,105799.32,2,1,0,34888.04,1,,,,8-983-476-8292,Челябинск,Мужской
219,15774854,592,54,8,0.0,1,1,1,28737.71,1,0.0,34.23,4.0,8-937-699-5074,Челябинск,Мужской
220,15725311,726,31,9,114722.05,2,1,1,98178.57,0,,,,8-998-104-3439,Челябинск,Женский
221,15787155,514,30,7,0.0,1,0,1,125010.24,0,,,,8-927-435-2165,Южноуральск,Мужской
222,15727829,567,42,2,0.0,2,1,1,167984.61,0,0.0,29.61,4.0,8-905-343-8249,Челябинск,Мужской
223,15733247,850,33,10,0.0,1,1,0,4861.72,1,0.0,15.3,6.0,8-933-217-4403,Челябинск,Мужской
224,15568748,671,45,6,99564.22,1,1,1,108872.45,1,,,,8-988-726-8765,Магнитогорск,Мужской
225,15699029,670,37,4,170557.9,2,1,0,198252.88,0,,,,8-926-891-2748,Челябинск,Мужской
226,15774393,694,30,9,0.0,2,1,1,26960.31,0,,,,8-934-930-7166,Челябинск,Женский
227,15676895,547,39,6,74596.15,3,1,1,85746.52,1,,,,8-925-678-1871,Магнитогорск,Женский
228,15637753,751,50,2,96888.39,1,1,0,77206.25,1,,,,8-998-801-5672,Магнитогорск,Мужской
229,15605461,594,29,3,130830.22,1,1,0,61048.53,0,,,,8-952-628-3929,Магнитогорск,Женский
230,15808473,673,72,1,0.0,2,0,1,111981.19,0,,,,8-907-574-4133,Челябинск,Мужской
231,15627000,610,40,0,0.0,2,1,0,62232.6,0,,,,8-962-945-1422,Челябинск,Мужской
232,15787174,512,37,1,0.0,2,0,1,156105.03,0,0.0,1.64,10.0,8-951-754-6920,Челябинск,Женский
233,15723886,767,20,3,119714.25,2,0,1,150135.38,0,0.0,35.56,4.0,8-982-312-4423,Магнитогорск,Мужской
234,15704769,585,67,5,113978.97,2,0,1,93146.11,0,,,,8-907-624-6084,Челябинск,Женский
235,15772896,763,42,6,100160.75,1,1,0,33462.94,1,,,,8-917-106-3861,Магнитогорск,Мужской
236,15711540,712,29,2,0.0,1,1,1,144375.0,0,0.0,12.89,7.0,8-989-975-5621,Челябинск,Женский
237,15764866,539,43,3,116220.5,3,1,0,55803.96,1,,,,8-911-653-4840,Магнитогорск,Женский
238,15794056,668,46,2,0.0,3,1,0,89048.46,1,,,,8-916-661-5000,Челябинск,Женский
239,15795149,703,28,2,81173.83,2,0,1,162812.16,0,,,,8-933-186-9099,Челябинск,Мужской
240,15812009,662,38,4,0.0,2,1,0,136259.66,0,,,,8-901-890-2248,Южноуральск,Мужской
241,15651001,725,39,5,116803.8,1,1,0,124052.97,0,0.0,7.66,8.0,8-990-627-1923,Магнитогорск,Женский
242,15813844,703,37,8,105961.68,2,0,1,74158.8,0,,,,8-940-179-2316,Челябинск,Мужской
243,15596175,659,67,6,117411.6,1,1,1,45071.09,1,,,,8-920-335-6605,Магнитогорск,Мужской
244,15576269,523,34,7,0.0,2,1,0,62030.06,0,,,,8-949-800-8104,Южноуральск,Мужской
245,15797219,635,40,10,123497.58,1,1,0,131953.23,1,0.0,34.05,4.0,8-914-743-5224,Челябинск,Женский
246,15685500,772,26,7,152400.52,2,1,0,79414.0,0,,,,8-938-942-2367,Магнитогорск,Мужской
247,15599792,545,26,1,0.0,2,1,1,199638.56,0,,,,8-949-712-8529,Челябинск,Женский
248,15657566,634,24,8,103097.85,1,1,1,157577.3,0,,,,8-949-673-1106,Магнитогорск,Мужской
249,15772423,739,54,8,126418.14,1,1,0,134420.75,1,,,,8-967-985-1231,Магнитогорск,Мужской
250,15628112,771,36,5,77846.9,1,0,0,99805.99,0,,,,8-917-389-9820,Магнитогорск,Женский
251,15753754,587,34,1,0.0,2,1,1,97932.68,0,,,,8-943-456-6949,Южноуральск,Женский
